activity_datetime,user_id,unit_id,unit_type,day_completion_percentage,overall_completion_percentage
2022-01-18 21:13:42,user_17,unit_39,LEARNING_SET,100,100
2022-01-18 21:19:34,user_31,unit_32,LEARNING_SET,100,100
2022-01-18 21:22:03,user_17,unit_40,PRACTICE,100,100
2022-01-18 21:37:33,user_31,unit_39,LEARNING_SET,100,100
2022-01-18 21:41:53,user_31,unit_40,PRACTICE,100,100
2022-01-17 23:13:38,user_30,unit_32,LEARNING_SET,100,100
2022-01-17 23:59:42,user_32,unit_32,LEARNING_SET,100,100
2022-01-17 23:59:53,user_32,unit_39,LEARNING_SET,100,100
2022-01-19 8:25:41,user_34,unit_32,LEARNING_SET,100,100
2022-01-19 8:33:46,user_34,unit_39,LEARNING_SET,100,100
2022-01-19 8:38:28,user_34,unit_40,PRACTICE,100,100
2022-03-08 0:41:08,user_5,unit_434,QUESTION_SET,50,100
2022-01-19 11:36:56,user_29,unit_32,LEARNING_SET,100,100
2022-01-19 11:41:26,user_29,unit_39,LEARNING_SET,100,100
2022-01-19 11:48:12,user_29,unit_40,PRACTICE,100,100
2022-02-12 12:21:43,user_27,unit_40,PRACTICE,100,100
2022-01-19 12:28:59,user_35,unit_28,LEARNING_SET,95,100
2022-01-19 12:32:37,user_35,unit_29,LEARNING_SET,100,100
2022-01-19 12:34:45,user_35,unit_30,PRACTICE,100,100
2022-02-21 2:37:17,user_5,unit_435,LEARNING_SET,40,40
2022-01-19 12:39:41,user_35,unit_33,PRACTICE,100,100
2022-02-13 14:15:57,user_40,unit_40,PRACTICE,100,100
2022-02-05 14:38:59,user_36,unit_19,LEARNING_SET,100,100
2021-10-28 5:39:30,user_50,unit_98,QUESTION_SET,50,50
2022-01-19 15:46:24,user_35,unit_31,LEARNING_SET,100,100
2022-02-05 15:48:04,user_36,unit_24,LEARNING_SET,30,30
2021-11-08 5:50:17,user_49,unit_152,QUESTION_SET,100,100
2022-01-19 15:51:17,user_35,unit_34,LEARNING_SET,100,100
2022-01-19 15:55:31,user_35,unit_37,PRACTICE,100,100
2022-01-19 17:31:47,user_35,unit_32,LEARNING_SET,100,100
2022-01-19 17:37:11,user_35,unit_39,LEARNING_SET,100,100
2022-01-19 17:41:33,user_35,unit_40,PRACTICE,100,100
2022-01-11 18:06:06,user_26,unit_120,LEARNING_SET,100,100
2022-01-18 18:08:18,user_38,unit_40,PRACTICE,100,100
2022-02-13 18:09:07,user_37,unit_39,LEARNING_SET,100,100
2022-01-18 18:09:18,user_38,unit_38,LEARNING_SET,5,5
2022-01-11 18:11:37,user_16,unit_336,ASSIGNMENT,100,100
2022-02-13 18:14:45,user_39,unit_40,PRACTICE,100,100
2022-01-19 18:34:19,user_29,unit_38,LEARNING_SET,100,100
2022-01-19 18:35:32,user_41,unit_40,PRACTICE,100,100
2022-02-13 18:39:04,user_37,unit_38,LEARNING_SET,100,100
2022-02-13 18:41:16,user_37,unit_46,LEARNING_SET,100,100
2022-01-19 18:41:50,user_34,unit_38,LEARNING_SET,100,100
2022-02-13 18:44:00,user_40,unit_38,LEARNING_SET,100,100
2022-02-13 18:45:14,user_37,unit_41,PRACTICE,100,100
2022-01-19 18:46:57,user_34,unit_46,LEARNING_SET,100,100
2022-02-13 18:49:34,user_39,unit_38,LEARNING_SET,100,100
2022-02-13 18:49:54,user_39,unit_46,LEARNING_SET,100,100
2022-01-19 18:53:04,user_34,unit_41,PRACTICE,100,100
2022-02-13 18:54:21,user_39,unit_41,PRACTICE,100,100
2022-01-19 19:10:41,user_41,unit_38,LEARNING_SET,60,60
2022-01-11 19:20:47,user_26,unit_19,LEARNING_SET,80,80
2022-01-19 21:42:57,user_31,unit_38,LEARNING_SET,100,100
2022-01-19 21:49:24,user_31,unit_46,LEARNING_SET,100,100
2022-01-19 22:01:30,user_31,unit_41,PRACTICE,100,100
2022-02-13 22:06:27,user_15,unit_38,LEARNING_SET,100,100
2022-01-11 22:15:16,user_16,unit_120,LEARNING_SET,40,40
2022-01-19 22:16:40,user_17,unit_38,LEARNING_SET,100,100
2022-01-11 22:17:09,user_16,unit_4,LEARNING_SET,30,30
2022-01-19 22:38:18,user_17,unit_46,LEARNING_SET,100,100
2022-01-19 22:46:10,user_17,unit_41,PRACTICE,100,100
2022-01-11 22:52:03,user_16,unit_19,LEARNING_SET,100,100
2022-01-18 23:55:56,user_32,unit_38,LEARNING_SET,100,100
2022-01-18 23:56:02,user_32,unit_46,LEARNING_SET,100,100
2022-01-12 0:10:22,user_16,unit_338,LEARNING_SET,60,60
2022-03-02 23:23:34,user_49,unit_158,EXAM,100,100
2022-02-03 23:32:29,user_49,unit_157,EXAM,100,100
2021-11-09 23:51:38,user_50,unit_99,QUESTION_SET,100,100
2022-01-13 11:00:05,user_33,unit_19,LEARNING_SET,95,100
2022-02-13 12:31:39,user_27,unit_38,LEARNING_SET,100,100
2022-01-13 12:51:52,user_33,unit_24,LEARNING_SET,100,100
2022-01-12 15:15:29,user_16,unit_24,LEARNING_SET,100,100
2022-01-12 15:27:18,user_16,unit_26,PRACTICE,100,100
2022-01-12 15:34:30,user_16,unit_27,PRACTICE,100,100
2022-01-12 15:50:42,user_16,unit_28,LEARNING_SET,20,20
2022-02-23 6:09:27,user_5,unit_435,LEARNING_SET,60,100
2022-02-14 17:54:10,user_40,unit_41,PRACTICE,100,100
2022-01-20 18:39:52,user_34,unit_43,LEARNING_SET,150,150
2022-01-20 18:45:08,user_34,unit_48,LEARNING_SET,100,100
2022-02-14 18:45:28,user_39,unit_43,LEARNING_SET,100,100
2022-02-14 18:47:08,user_39,unit_48,LEARNING_SET,100,100
2022-02-14 18:47:55,user_37,unit_43,LEARNING_SET,100,100
2022-01-20 18:50:58,user_34,unit_44,PRACTICE,100,100
2022-02-14 18:51:04,user_37,unit_48,LEARNING_SET,100,100
2022-02-14 18:55:28,user_37,unit_44,PRACTICE,100,100
2022-02-14 18:58:20,user_39,unit_44,PRACTICE,100,100
2022-01-20 19:24:36,user_31,unit_43,LEARNING_SET,150,150
2022-01-20 19:32:23,user_31,unit_48,LEARNING_SET,100,100
2022-01-20 19:37:45,user_31,unit_44,PRACTICE,100,100
2022-02-14 20:07:00,user_40,unit_43,LEARNING_SET,5,5
2022-02-14 20:45:58,user_15,unit_43,LEARNING_SET,100,100
2021-12-31 10:46:27,user_50,unit_100,QUESTION_SET,100,100
2022-02-06 21:04:36,user_36,unit_24,LEARNING_SET,70,100
2022-02-06 21:17:42,user_36,unit_25,LEARNING_SET,100,100
2022-02-06 21:21:03,user_36,unit_26,PRACTICE,100,100
2022-02-06 21:34:31,user_36,unit_27,PRACTICE,100,100
2022-01-20 22:43:58,user_17,unit_43,LEARNING_SET,100,100
2022-01-20 22:49:20,user_17,unit_48,LEARNING_SET,100,100
2022-01-20 23:00:48,user_17,unit_44,PRACTICE,100,100
2022-02-14 13:03:23,user_5,unit_436,LEARNING_SET,100,100
2022-03-03 13:04:41,user_5,unit_437,LEARNING_SET,5,100
2022-01-20 2:10:13,user_32,unit_40,PRACTICE,100,100
2022-01-20 2:19:27,user_32,unit_41,PRACTICE,100,100
2022-02-14 8:28:04,user_27,unit_43,LEARNING_SET,100,100
2022-02-26 23:50:46,user_5,unit_437,LEARNING_SET,5,95
2022-01-03 23:54:26,user_49,unit_155,EXAM,100,100
2021-12-14 0:02:30,user_49,unit_154,EXAM,100,100
2022-01-21 14:19:13,user_29,unit_46,LEARNING_SET,100,100
2022-01-21 14:25:09,user_29,unit_41,PRACTICE,100,100
2022-01-21 15:50:32,user_41,unit_39,LEARNING_SET,100,100
2022-01-21 16:07:37,user_28,unit_32,LEARNING_SET,100,100
2022-01-21 16:19:51,user_28,unit_39,LEARNING_SET,100,100
2022-01-21 16:25:45,user_28,unit_40,PRACTICE,100,100
2022-01-21 17:00:24,user_28,unit_38,LEARNING_SET,40,40
2022-01-21 17:14:02,user_35,unit_38,LEARNING_SET,100,100
2022-01-21 17:22:00,user_35,unit_46,LEARNING_SET,100,100
2022-02-15 17:25:36,user_15,unit_41,PRACTICE,100,100
2022-02-15 17:26:27,user_15,unit_46,LEARNING_SET,100,100
2022-02-15 17:26:58,user_15,unit_48,LEARNING_SET,100,100
2022-01-21 17:30:34,user_35,unit_41,PRACTICE,100,100
2022-02-15 17:33:51,user_15,unit_44,PRACTICE,100,100
2022-01-20 17:37:34,user_38,unit_38,LEARNING_SET,75,80
2022-01-21 17:40:24,user_29,unit_43,LEARNING_SET,100,100
2022-01-21 17:45:09,user_29,unit_48,LEARNING_SET,100,100
2022-01-21 17:52:04,user_29,unit_44,PRACTICE,100,100
2022-01-21 17:57:50,user_35,unit_43,LEARNING_SET,100,100
2022-01-21 18:01:56,user_35,unit_48,LEARNING_SET,100,100
2022-01-21 18:07:05,user_35,unit_44,PRACTICE,100,100
2022-01-21 18:07:10,user_35,unit_45,LEARNING_SET,30,30
2022-02-15 18:19:24,user_37,unit_45,LEARNING_SET,100,100
2022-02-15 18:20:30,user_15,unit_45,LEARNING_SET,100,100
2022-01-21 18:20:49,user_29,unit_45,LEARNING_SET,100,100
2022-01-21 18:22:39,user_34,unit_45,LEARNING_SET,100,100
2022-02-15 18:32:15,user_39,unit_45,LEARNING_SET,100,100
2022-01-21 18:40:32,user_31,unit_45,LEARNING_SET,100,100
2022-01-21 19:18:15,user_34,unit_49,QUESTION_SET,100,100
2022-02-15 19:19:28,user_37,unit_49,QUESTION_SET,100,100
2022-01-21 19:30:45,user_31,unit_49,QUESTION_SET,100,100
2022-02-15 19:38:02,user_39,unit_49,QUESTION_SET,100,100
2022-01-13 20:03:28,user_16,unit_30,PRACTICE,100,100
2022-01-13 20:10:49,user_16,unit_33,PRACTICE,100,100
2022-02-07 20:33:55,user_36,unit_28,LEARNING_SET,100,100
2022-01-21 21:27:35,user_29,unit_49,QUESTION_SET,100,100
2022-01-20 21:45:17,user_30,unit_39,LEARNING_SET,100,100
2022-01-20 21:48:38,user_30,unit_40,PRACTICE,100,100
2022-01-13 22:05:38,user_16,unit_32,LEARNING_SET,100,100
2022-01-13 22:18:44,user_16,unit_37,PRACTICE,100,100
2022-01-13 22:23:36,user_16,unit_25,LEARNING_SET,100,100
2022-01-20 22:23:36,user_30,unit_38,LEARNING_SET,100,100
2022-01-20 22:25:03,user_30,unit_46,LEARNING_SET,100,100
2022-01-13 22:26:18,user_16,unit_28,LEARNING_SET,80,100
2022-01-13 22:27:18,user_16,unit_40,PRACTICE,100,100
2022-01-20 22:30:01,user_30,unit_41,PRACTICE,100,100
2022-01-13 22:33:24,user_16,unit_38,LEARNING_SET,10,10
2022-01-13 22:52:14,user_16,unit_45,LEARNING_SET,50,50
2022-01-13 22:57:48,user_16,unit_302,LEARNING_SET,40,40
2022-01-13 22:58:24,user_16,unit_313,LEARNING_SET,40,40
2022-01-13 22:58:37,user_16,unit_351,LEARNING_SET,40,40
2022-01-13 22:58:55,user_16,unit_300,LEARNING_SET,40,40
2022-01-13 22:59:08,user_16,unit_301,LEARNING_SET,40,40
2022-01-13 23:00:05,user_16,unit_159,LEARNING_SET,50,50
2022-01-22 10:37:40,user_41,unit_38,LEARNING_SET,40,100
2022-01-22 11:08:30,user_41,unit_46,LEARNING_SET,100,100
2022-01-22 11:17:00,user_41,unit_41,PRACTICE,100,100
2022-01-14 11:38:17,user_16,unit_38,LEARNING_SET,90,100
2022-01-22 12:17:55,user_41,unit_43,LEARNING_SET,100,100
2022-01-22 12:23:56,user_41,unit_48,LEARNING_SET,100,100
2022-01-22 12:29:54,user_41,unit_44,PRACTICE,100,100
2022-01-22 12:43:56,user_41,unit_45,LEARNING_SET,100,100
2022-02-16 13:34:37,user_40,unit_43,LEARNING_SET,95,100
2022-01-22 14:48:04,user_35,unit_45,LEARNING_SET,70,100
2022-01-14 14:58:03,user_16,unit_31,LEARNING_SET,20,20
2022-01-22 15:22:26,user_17,unit_45,LEARNING_SET,100,100
2022-01-22 15:30:01,user_35,unit_49,QUESTION_SET,100,100
2022-02-16 15:32:24,user_40,unit_45,LEARNING_SET,100,100
2022-02-16 15:42:28,user_40,unit_44,PRACTICE,100,100
2022-01-22 15:46:54,user_41,unit_49,QUESTION_SET,100,100
2022-01-22 16:06:27,user_17,unit_49,QUESTION_SET,100,100
2022-01-21 16:43:33,user_30,unit_43,LEARNING_SET,100,100
2022-01-15 17:11:16,user_33,unit_26,PRACTICE,100,100
2022-01-15 17:18:12,user_33,unit_27,PRACTICE,100,100
2022-01-14 17:59:02,user_16,unit_41,PRACTICE,100,100
2022-01-15 18:12:11,user_33,unit_28,LEARNING_SET,100,100
2022-01-21 18:12:36,user_38,unit_38,LEARNING_SET,20,100
2022-02-15 18:30:54,user_27,unit_45,LEARNING_SET,100,100
2022-01-22 18:42:28,user_41,unit_4,LEARNING_SET,100,100
2022-02-16 18:47:04,user_37,unit_4,LEARNING_SET,100,100
2022-01-22 19:01:49,user_29,unit_4,LEARNING_SET,100,100
2022-02-16 19:02:55,user_39,unit_4,LEARNING_SET,100,100
2022-01-22 19:25:27,user_34,unit_4,LEARNING_SET,100,100
2022-01-21 19:29:02,user_38,unit_43,LEARNING_SET,100,100
2022-02-16 19:29:52,user_15,unit_49,QUESTION_SET,100,100
2022-02-16 19:33:32,user_15,unit_4,LEARNING_SET,5,5
2022-02-15 19:35:47,user_27,unit_49,QUESTION_SET,100,100
2022-01-22 19:53:23,user_31,unit_4,LEARNING_SET,100,100
2021-12-23 10:00:30,user_50,unit_288,LEARNING_SET,100,100
2022-01-22 20:05:56,user_31,unit_159,LEARNING_SET,5,5
2022-02-20 10:08:53,user_50,unit_289,PRACTICE,100,100
2022-01-22 20:31:15,user_31,unit_300,LEARNING_SET,5,100
2022-02-15 21:29:07,user_27,unit_4,LEARNING_SET,100,100
2022-01-15 1:01:47,user_16,unit_43,LEARNING_SET,150,150
2022-01-23 10:45:53,user_35,unit_4,LEARNING_SET,10,10
2022-01-17 1:15:06,user_21,unit_35,LEARNING_SET,90,90
2022-01-21 1:19:29,user_21,unit_179,PRACTICE,100,100
2022-01-15 11:38:06,user_16,unit_31,LEARNING_SET,80,100
2022-01-15 12:24:54,user_16,unit_45,LEARNING_SET,30,80
2022-01-15 12:34:28,user_16,unit_44,PRACTICE,100,100
2022-01-23 14:39:36,user_17,unit_4,LEARNING_SET,100,100
2022-01-23 14:41:57,user_17,unit_300,LEARNING_SET,5,5
2022-01-15 15:43:20,user_16,unit_49,QUESTION_SET,100,100
2021-11-27 8:07:18,user_49,unit_243,LEARNING_SET,100,100
2022-01-22 18:27:29,user_38,unit_41,PRACTICE,100,100
2021-11-23 8:47:45,user_49,unit_438,EXAM,100,100
2022-01-22 18:53:01,user_38,unit_45,LEARNING_SET,100,100
2021-12-17 9:03:25,user_50,unit_220,LEARNING_SET,100,100
2022-01-12 9:10:51,user_50,unit_221,EXAM,100,100
2021-11-12 9:37:16,user_49,unit_247,LEARNING_SET,100,100
2022-01-15 23:05:52,user_16,unit_47,LEARNING_SET,100,100
2022-01-15 23:19:36,user_16,unit_51,PRACTICE,100,100
2022-01-16 8:25:54,user_16,unit_52,LEARNING_SET,100,100
2022-01-16 8:47:03,user_16,unit_54,PRACTICE,100,100
2022-01-16 10:10:52,user_16,unit_56,QUESTION_SET,100,100
2022-02-17 11:53:07,user_27,unit_41,PRACTICE,100,100
2022-01-23 12:01:51,user_30,unit_48,LEARNING_SET,100,100
2022-02-17 12:03:37,user_27,unit_44,PRACTICE,100,100
2022-01-23 12:06:51,user_30,unit_44,PRACTICE,100,100
2022-01-23 12:45:31,user_30,unit_45,LEARNING_SET,100,100
2022-01-16 13:37:44,user_16,unit_55,LEARNING_SET,50,50
2022-01-16 14:01:15,user_16,unit_57,QUESTION_SET,100,100
2022-01-16 14:45:42,user_16,unit_120,LEARNING_SET,60,100
2022-01-16 14:46:31,user_16,unit_4,LEARNING_SET,70,100
2022-01-16 14:47:09,user_16,unit_45,LEARNING_SET,20,100
2022-01-16 14:48:50,user_16,unit_153,LEARNING_SET,80,80
2022-01-16 15:00:58,user_16,unit_159,LEARNING_SET,10,60
2022-01-16 15:05:04,user_16,unit_439,LEARNING_SET,30,30
2022-01-16 15:06:00,user_16,unit_440,LEARNING_SET,10,10
2022-01-23 15:58:38,user_30,unit_49,QUESTION_SET,100,100
2022-01-23 7:41:37,user_49,unit_255,LEARNING_SET,100,100
2021-10-26 7:52:06,user_49,unit_256,ASSIGNMENT,100,100
2022-01-23 18:07:00,user_38,unit_44,PRACTICE,100,100
2021-12-20 0:59:05,user_49,unit_156,QUESTION_SET,60,60
2022-01-17 12:07:31,user_16,unit_55,LEARNING_SET,50,100
2021-11-10 5:31:39,user_50,unit_105,QUESTION_SET,100,100
2022-01-17 17:14:23,user_16,unit_60,PRACTICE,100,100
2022-02-19 17:29:29,user_40,unit_4,LEARNING_SET,100,100
2022-02-19 18:14:32,user_15,unit_4,LEARNING_SET,95,100
2022-01-25 18:43:11,user_29,unit_47,LEARNING_SET,100,100
2022-02-19 18:48:00,user_39,unit_47,LEARNING_SET,100,100
2022-01-25 18:48:06,user_29,unit_50,LEARNING_SET,100,100
2022-02-19 18:48:30,user_37,unit_47,LEARNING_SET,100,100
2022-02-19 18:50:10,user_39,unit_50,LEARNING_SET,100,100
2022-02-19 18:53:36,user_37,unit_50,LEARNING_SET,100,100
2022-02-19 18:53:46,user_15,unit_47,LEARNING_SET,100,100
2022-01-25 18:56:22,user_29,unit_51,PRACTICE,100,100
2022-02-19 18:58:53,user_37,unit_51,PRACTICE,100,100
2022-02-19 19:00:02,user_39,unit_51,PRACTICE,100,100
2022-01-24 19:28:41,user_32,unit_43,LEARNING_SET,80,80
2022-02-19 20:19:07,user_40,unit_47,LEARNING_SET,100,100
2022-01-24 20:43:09,user_30,unit_47,LEARNING_SET,100,100
2022-01-25 21:48:59,user_31,unit_47,LEARNING_SET,100,100
2022-01-25 22:22:18,user_31,unit_50,LEARNING_SET,100,100
2022-01-25 22:31:34,user_31,unit_51,PRACTICE,100,100
2022-01-17 23:17:26,user_16,unit_65,LEARNING_SET,100,100
2022-01-17 23:19:26,user_16,unit_61,LEARNING_SET,100,100
2022-01-18 0:21:39,user_16,unit_63,PRACTICE,100,100
2022-01-18 0:33:40,user_16,unit_64,LEARNING_SET,100,100
2022-01-26 9:38:03,user_34,unit_47,LEARNING_SET,100,100
2022-01-26 9:51:21,user_34,unit_50,LEARNING_SET,100,100
2022-01-26 9:57:50,user_34,unit_51,PRACTICE,100,100
2022-01-18 13:38:42,user_16,unit_67,PRACTICE,100,100
2022-02-19 17:38:27,user_27,unit_47,LEARNING_SET,100,100
2022-01-26 18:17:05,user_41,unit_47,LEARNING_SET,100,100
2022-01-26 18:29:25,user_28,unit_38,LEARNING_SET,60,100
2022-01-26 18:37:10,user_29,unit_52,LEARNING_SET,100,100
2022-02-20 18:37:46,user_39,unit_52,LEARNING_SET,100,100
2022-01-25 18:38:26,user_38,unit_47,LEARNING_SET,100,100
2022-02-20 18:38:49,user_39,unit_53,LEARNING_SET,100,100
2022-01-26 18:41:43,user_29,unit_53,LEARNING_SET,100,100
2022-01-26 18:44:40,user_28,unit_46,LEARNING_SET,100,100
2022-02-20 18:47:36,user_37,unit_52,LEARNING_SET,100,100
2022-02-20 18:49:04,user_39,unit_54,PRACTICE,100,100
2022-01-26 18:49:07,user_29,unit_54,PRACTICE,100,100
2022-01-26 18:49:24,user_34,unit_52,LEARNING_SET,100,100
2022-01-26 18:49:32,user_28,unit_41,PRACTICE,100,100
2022-02-20 18:57:51,user_37,unit_53,LEARNING_SET,100,100
2022-02-20 19:04:33,user_37,unit_54,PRACTICE,100,100
2022-01-26 19:06:45,user_41,unit_51,PRACTICE,100,100
2022-01-26 19:33:55,user_34,unit_53,LEARNING_SET,100,100
2022-01-26 19:40:53,user_34,unit_54,PRACTICE,100,100
2022-01-26 20:03:29,user_28,unit_43,LEARNING_SET,100,100
2022-01-26 20:21:23,user_28,unit_48,LEARNING_SET,100,100
2022-01-26 20:26:53,user_28,unit_44,PRACTICE,100,100
2022-01-26 21:03:15,user_28,unit_45,LEARNING_SET,100,100
2022-01-26 22:06:22,user_28,unit_49,QUESTION_SET,100,100
2022-01-27 9:16:20,user_31,unit_52,LEARNING_SET,100,100
2022-01-27 9:25:44,user_31,unit_53,LEARNING_SET,100,100
2022-01-19 10:40:51,user_16,unit_68,QUESTION_SET,100,100
2022-02-17 2:07:15,user_50,unit_312,LEARNING_SET,5,5
2022-01-27 12:59:02,user_35,unit_4,LEARNING_SET,90,100
2022-02-21 14:18:27,user_40,unit_52,LEARNING_SET,100,100
2022-01-27 15:14:27,user_35,unit_47,LEARNING_SET,100,100
2022-01-27 15:18:08,user_35,unit_50,LEARNING_SET,100,100
2022-01-27 15:32:25,user_35,unit_51,PRACTICE,100,100
2022-01-27 15:54:00,user_35,unit_52,LEARNING_SET,100,100
2021-12-22 5:58:21,user_49,unit_156,QUESTION_SET,40,100
2021-12-25 6:41:34,user_49,unit_430,PRACTICE,100,100
2022-01-27 16:43:12,user_35,unit_53,LEARNING_SET,100,100
2022-01-27 16:51:34,user_35,unit_54,PRACTICE,100,100
2022-01-27 17:14:42,user_35,unit_56,QUESTION_SET,100,100
2022-02-21 18:28:43,user_15,unit_50,LEARNING_SET,100,100
2022-02-21 18:37:39,user_15,unit_51,PRACTICE,100,100
2022-01-20 18:48:44,user_33,unit_30,PRACTICE,100,100
2022-01-20 18:55:41,user_33,unit_33,PRACTICE,100,100
2022-02-21 18:56:09,user_15,unit_53,LEARNING_SET,100,100
2022-02-21 19:03:42,user_15,unit_54,PRACTICE,100,100
2022-02-21 19:03:58,user_15,unit_52,LEARNING_SET,100,100
2021-11-15 9:13:15,user_50,unit_77,LEARNING_SET,100,100
2022-01-20 19:20:33,user_33,unit_31,LEARNING_SET,100,100
2022-01-20 19:24:18,user_33,unit_25,LEARNING_SET,100,100
2022-01-20 19:24:29,user_33,unit_29,LEARNING_SET,100,100
2022-01-20 19:24:44,user_33,unit_34,LEARNING_SET,100,100
2022-01-20 19:31:04,user_33,unit_37,PRACTICE,100,100
2022-01-20 19:31:18,user_33,unit_32,LEARNING_SET,5,5
2022-01-27 20:34:57,user_29,unit_56,QUESTION_SET,100,100
2022-01-19 20:35:39,user_16,unit_69,QUESTION_SET,100,100
2022-02-21 20:41:31,user_39,unit_56,QUESTION_SET,100,100
2022-03-07 10:47:38,user_50,unit_90,LEARNING_SET,100,100
2022-02-21 21:21:56,user_37,unit_56,QUESTION_SET,100,100
2022-02-21 21:46:52,user_37,unit_159,LEARNING_SET,10,30
2022-02-21 21:47:16,user_37,unit_303,LEARNING_SET,60,60
2022-01-19 22:25:43,user_16,unit_58,QUESTION_SET,100,100
2022-02-22 9:40:45,user_37,unit_57,QUESTION_SET,100,100
2022-01-28 11:07:40,user_31,unit_54,PRACTICE,100,100
2022-01-28 11:49:40,user_31,unit_56,QUESTION_SET,100,100
2022-01-28 12:27:04,user_29,unit_57,QUESTION_SET,100,100
2022-01-20 13:34:16,user_16,unit_70,QUESTION_SET,100,100
2022-02-21 14:07:07,user_27,unit_51,PRACTICE,100,100
2022-02-21 14:15:04,user_27,unit_52,LEARNING_SET,40,40
2022-01-28 14:57:46,user_35,unit_57,QUESTION_SET,100,100
2022-02-22 15:35:01,user_40,unit_49,QUESTION_SET,100,100
2022-01-20 15:38:50,user_16,unit_29,LEARNING_SET,100,100
2022-01-20 15:39:02,user_16,unit_34,LEARNING_SET,100,100
2022-01-20 15:39:17,user_16,unit_46,LEARNING_SET,100,100
2022-01-20 15:39:27,user_16,unit_48,LEARNING_SET,100,100
2022-01-20 15:39:52,user_16,unit_50,LEARNING_SET,100,100
2022-01-20 15:40:04,user_16,unit_53,LEARNING_SET,100,100
2022-01-20 15:40:16,user_16,unit_66,LEARNING_SET,100,100
2022-01-20 15:40:35,user_16,unit_59,LEARNING_SET,100,100
2022-01-20 15:40:46,user_16,unit_62,LEARNING_SET,100,100
2022-01-20 15:41:02,user_16,unit_39,LEARNING_SET,100,100
2021-10-27 7:18:47,user_49,unit_427,EXAM,100,100
2022-01-08 8:28:38,user_49,unit_429,LEARNING_SET,100,100
2022-02-22 18:29:39,user_39,unit_57,QUESTION_SET,100,100
2022-01-27 18:58:10,user_38,unit_51,PRACTICE,100,100
2022-01-27 18:58:38,user_38,unit_52,LEARNING_SET,5,5
2022-02-22 19:03:54,user_15,unit_56,QUESTION_SET,100,100
2022-02-22 19:35:28,user_15,unit_57,QUESTION_SET,100,100
2022-02-14 20:07:35,user_36,unit_29,LEARNING_SET,100,100
2022-02-14 20:12:39,user_36,unit_30,PRACTICE,100,100
2022-02-14 20:39:44,user_36,unit_33,PRACTICE,100,100
2022-02-14 20:40:29,user_36,unit_31,LEARNING_SET,5,5
2022-01-28 22:39:04,user_17,unit_47,LEARNING_SET,100,100
2022-01-28 22:55:52,user_17,unit_50,LEARNING_SET,100,100
2022-01-26 13:03:17,user_50,unit_89,LEARNING_SET,100,100
2022-01-28 23:04:24,user_17,unit_51,PRACTICE,100,100
2021-11-14 13:06:34,user_50,unit_103,LEARNING_SET,100,100
2021-12-20 13:11:27,user_50,unit_104,PRACTICE,100,100
2022-01-28 23:25:32,user_17,unit_52,LEARNING_SET,100,100
2022-01-28 23:33:18,user_17,unit_53,LEARNING_SET,100,100
2022-01-28 23:41:13,user_17,unit_54,PRACTICE,100,100
2022-01-21 0:22:27,user_16,unit_439,LEARNING_SET,50,80
2022-01-29 10:39:02,user_31,unit_57,QUESTION_SET,100,100
2022-01-30 0:58:02,user_49,unit_441,LEARNING_SET,100,100
2021-10-16 1:10:29,user_49,unit_442,PRACTICE,100,100
2021-11-30 1:36:16,user_49,unit_443,LEARNING_SET,100,100
2021-10-20 1:44:02,user_49,unit_444,PRACTICE,100,100
2022-01-21 11:45:18,user_16,unit_5,LEARNING_SET,110,150
2022-01-21 10:45:18,user_16,unit_5,LEARNING_SET,40,40
2022-01-29 12:16:33,user_17,unit_56,QUESTION_SET,100,100
2022-01-29 14:11:21,user_17,unit_57,QUESTION_SET,100,100
2022-01-28 16:08:56,user_30,unit_50,LEARNING_SET,100,100
2022-01-28 16:14:36,user_30,unit_51,PRACTICE,100,100
2022-01-10 8:41:31,user_49,unit_257,LEARNING_SET,100,100
2022-01-13 8:48:24,user_49,unit_260,EXAM,100,100
2022-01-29 19:05:00,user_29,unit_153,LEARNING_SET,100,100
2022-02-23 19:13:02,user_15,unit_153,LEARNING_SET,100,100
2022-02-23 19:16:46,user_37,unit_153,LEARNING_SET,100,100
2022-02-23 19:23:02,user_39,unit_153,LEARNING_SET,100,100
2022-01-29 20:22:52,user_17,unit_153,LEARNING_SET,100,100
2022-01-28 20:58:17,user_30,unit_52,LEARNING_SET,100,100
2022-01-28 21:00:10,user_30,unit_53,LEARNING_SET,100,100
2022-01-28 21:04:16,user_30,unit_54,PRACTICE,100,100
2022-02-20 12:19:32,user_50,unit_96,LEARNING_SET,20,100
2022-02-23 5:38:54,user_27,unit_52,LEARNING_SET,60,100
2021-12-21 22:13:45,user_50,unit_96,LEARNING_SET,80,80
2021-10-18 22:33:29,user_50,unit_106,LEARNING_SET,100,100
2022-02-05 22:38:52,user_50,unit_107,PRACTICE,100,100
2022-02-24 18:02:29,user_40,unit_51,PRACTICE,100,100
2022-01-30 18:42:12,user_29,unit_5,LEARNING_SET,100,100
2021-12-25 9:02:36,user_50,unit_317,LEARNING_SET,100,100
2022-02-18 9:10:56,user_50,unit_318,PRACTICE,100,100
2022-02-24 19:13:46,user_40,unit_57,QUESTION_SET,100,100
2022-01-29 19:20:19,user_38,unit_52,LEARNING_SET,95,100
2022-01-30 19:31:03,user_34,unit_153,LEARNING_SET,100,100
2022-01-30 19:40:04,user_17,unit_5,LEARNING_SET,150,150
